School Year,School Code,District Number,School Number,District Name,School Name,Gender,Ethnicity,Type,Graduates with Diploma in 4 years,Graduates with Diploma but IEP allowed 4+ years,Graduates with Diploma in 4+ years,Certificates of Completion or GED,Total Graduates or Completers,AFGR Graduates,Grade 9 Membership,Grade 10 Membership,AFGR Average Membership,AFGR Grad Rate,District Factors Impacting AFGR**
2009 ,575074 ,575 ,074 ,Washington County ,Washington County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,575074 ,575 ,074 ,Washington County ,Washington County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Total ,A1 ,150 ,0 ,2 ,12 ,164 ,150 ,188 ,183 ,185.5 ,80.9 ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Total ,A1 ,181 ,0 ,2 ,3 ,186 ,181 ,219 ,216 ,217.5 ,83.2 ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Total ,A1 ,148 ,0 ,3 ,7 ,158 ,148 ,218 ,201 ,209.5 ,70.6 ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Total ,A1 ,169 ,1 ,0 ,0 ,170 ,170 ,239 ,221 ,230.0 ,73.9 ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Total ,A1 ,151 ,0 ,1 ,3 ,155 ,151 ,188 ,185 ,186.5 ,81.0 ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Female ,Total ,A1 ,77 ,0 ,1 ,4 ,82 ,77 ,88 ,90 ,89.0 ,86.5 ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Female ,Total ,A1 ,83 ,0 ,1 ,1 ,85 ,83 ,97 ,93 ,95.0 ,87.4 ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Female ,Total ,A1 ,65 ,0 ,2 ,3 ,70 ,65 ,97 ,93 ,95.0 ,68.4 ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Female ,Total ,A1 ,93 ,0 ,0 ,0 ,93 ,93 ,121 ,113 ,117.0 ,79.5 ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Female ,Total ,A1 ,72 ,0 ,0 ,2 ,74 ,72 ,81 ,81 ,81.0 ,88.9 ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Male ,Total ,A1 ,73 ,0 ,1 ,8 ,82 ,73 ,100 ,93 ,96.5 ,75.6 ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Male ,Total ,A1 ,98 ,0 ,1 ,2 ,101 ,98 ,122 ,123 ,122.5 ,80.0 ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Male ,Total ,A1 ,83 ,0 ,1 ,4 ,88 ,83 ,121 ,108 ,114.5 ,72.5 ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Male ,Total ,A1 ,76 ,1 ,0 ,0 ,77 ,77 ,118 ,108 ,113.0 ,68.1 ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Male ,Total ,A1 ,79 ,0 ,1 ,1 ,81 ,79 ,107 ,104 ,105.5 ,74.9 ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,White ,A1 ,143 ,0 ,2 ,7 ,152 ,143 ,175 ,168 ,171.5 ,83.4 ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,White ,A1 ,168 ,0 ,2 ,3 ,173 ,168 ,206 ,202 ,204.0 ,82.4 ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,White ,A1 ,140 ,0 ,2 ,7 ,149 ,140 ,209 ,191 ,200.0 ,70.0 ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,White ,A1 ,165 ,1 ,0 ,0 ,166 ,166 ,227 ,210 ,218.5 ,76.0 ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,White ,A1 ,145 ,0 ,1 ,3 ,149 ,145 ,177 ,174 ,175.5 ,82.6 ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,10 ,0 ,0 ,0 ,10 ,10 ,12 ,11 ,11.5 ,87.0 ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581 ,581 ,  ,Wayne County ,DISTRICT TOTAL ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581000 ,581 ,000 ,Wayne County ,DISTRICT ASSIGNED ,Total ,Total ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581000 ,581 ,000 ,Wayne County ,DISTRICT ASSIGNED ,Male ,Total ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581000 ,581 ,000 ,Wayne County ,DISTRICT ASSIGNED ,Total ,White ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Total ,A1 ,138 ,0 ,1 ,3 ,142 ,138 ,172 ,171 ,171.5 ,80.5 ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Total ,A1 ,168 ,0 ,2 ,3 ,173 ,168 ,204 ,200 ,202.0 ,83.2 ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Total ,A1 ,142 ,0 ,3 ,5 ,150 ,142 ,197 ,187 ,192.0 ,74.0 ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Total ,A1 ,169 ,1 ,0 ,0 ,170 ,170 ,223 ,209 ,216.0 ,78.7 ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Total ,A1 ,151 ,0 ,1 ,3 ,155 ,151 ,170 ,169 ,169.5 ,89.1 ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Female ,Total ,A1 ,70 ,0 ,0 ,3 ,73 ,70 ,88 ,90 ,89.0 ,78.7 ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Female ,Total ,A1 ,77 ,0 ,1 ,1 ,79 ,77 ,97 ,93 ,95.0 ,81.1 ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Female ,Total ,A1 ,65 ,0 ,2 ,3 ,70 ,65 ,96 ,92 ,94.0 ,69.2 ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Female ,Total ,A1 ,93 ,0 ,0 ,0 ,93 ,93 ,121 ,113 ,117.0 ,79.5 ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Female ,Total ,A1 ,72 ,0 ,0 ,2 ,74 ,72 ,81 ,81 ,81.0 ,88.9 ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Male ,Total ,A1 ,68 ,0 ,1 ,0 ,69 ,68 ,84 ,81 ,82.5 ,82.4 ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Male ,Total ,A1 ,91 ,0 ,1 ,2 ,94 ,91 ,107 ,107 ,107.0 ,85.0 ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Male ,Total ,A1 ,77 ,0 ,1 ,2 ,80 ,77 ,101 ,95 ,98.0 ,78.6 ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Male ,Total ,A1 ,76 ,1 ,0 ,0 ,77 ,77 ,102 ,96 ,99.0 ,77.8 ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Male ,Total ,A1 ,79 ,0 ,1 ,1 ,81 ,79 ,89 ,88 ,88.5 ,89.3 ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,White ,A1 ,136 ,0 ,1 ,3 ,140 ,136 ,168 ,164 ,166.0 ,81.9 ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,White ,A1 ,162 ,0 ,2 ,3 ,167 ,162 ,198 ,194 ,196.0 ,82.7 ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,White ,A1 ,137 ,0 ,2 ,5 ,144 ,137 ,192 ,182 ,187.0 ,73.3 ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,White ,A1 ,165 ,1 ,0 ,0 ,166 ,166 ,218 ,201 ,209.5 ,79.2 ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,White ,A1 ,145 ,0 ,1 ,3 ,149 ,145 ,164 ,164 ,164.0 ,88.4 ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Afr. Am. ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Hispanic ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2011 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2010 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2009 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2008 ,581200 ,581 ,200 ,Wayne County ,Wayne County High School ,Total ,Asian ,A1 ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,--- ,  
2012 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,Total ,A1 ,117 ,1 ,1 ,5 ,124 ,118 ,167 ,155 ,161.0 ,73.3 ,  
2011 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,Total ,A1 ,149 ,0 ,4 ,3 ,156 ,149 ,167 ,167 ,167.0 ,89.2 ,  
2010 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,Total ,A1 ,142 ,0 ,4 ,6 ,152 ,142 ,173 ,180 ,176.5 ,80.5 ,  
2009 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,Total ,A1 ,163 ,0 ,2 ,2 ,167 ,163 ,170 ,171 ,170.5 ,95.6 ,  
2008 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,Total ,A1 ,120 ,1 ,0 ,2 ,123 ,121 ,166 ,148 ,157.0 ,77.1 ,  
2012 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Female ,Total ,A1 ,58 ,0 ,0 ,2 ,60 ,58 ,78 ,73 ,75.5 ,76.8 ,  
2011 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Female ,Total ,A1 ,71 ,0 ,2 ,1 ,74 ,71 ,84 ,84 ,84.0 ,84.5 ,  
2010 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Female ,Total ,A1 ,84 ,0 ,1 ,4 ,89 ,84 ,97 ,98 ,97.5 ,86.2 ,  
2009 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Female ,Total ,A1 ,72 ,0 ,2 ,1 ,75 ,72 ,76 ,77 ,76.5 ,94.1 ,  
2008 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Female ,Total ,A1 ,64 ,0 ,0 ,0 ,64 ,64 ,90 ,82 ,86.0 ,74.4 ,  
2012 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Male ,Total ,A1 ,59 ,1 ,1 ,3 ,64 ,60 ,89 ,82 ,85.5 ,70.2 ,  
2011 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Male ,Total ,A1 ,78 ,0 ,2 ,2 ,82 ,78 ,83 ,83 ,83.0 ,94.0 ,  
2010 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Male ,Total ,A1 ,58 ,0 ,3 ,2 ,63 ,58 ,76 ,82 ,79.0 ,73.4 ,  
2009 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Male ,Total ,A1 ,91 ,0 ,0 ,1 ,92 ,91 ,94 ,94 ,94.0 ,96.8 ,  
2008 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Male ,Total ,A1 ,56 ,1 ,0 ,2 ,59 ,57 ,76 ,66 ,71.0 ,80.3 ,  
2012 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,White ,A1 ,104 ,1 ,0 ,5 ,110 ,105 ,150 ,140 ,145.0 ,72.4 ,  
2011 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,White ,A1 ,134 ,0 ,4 ,3 ,141 ,134 ,156 ,153 ,154.5 ,86.7 ,  
2010 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,White ,A1 ,132 ,0 ,3 ,6 ,141 ,132 ,163 ,169 ,166.0 ,79.5 ,  
2009 ,585 ,585 ,  ,Webster County ,DISTRICT TOTAL ,Total ,White ,A1 ,153 ,0 ,2 ,2 ,157 ,153 ,160 ,161 ,160.5 ,95.3 ,  
